GENE,Num Expt,Total,Max SC,Ave SC,Frequency
MAGEA8,6,343,4,2.2,1.7
MAPKAPK2,6,343,1,1.0,1.7
MCMBP,6,343,5,1.8,1.7
MDK,6,343,1,1.0,1.7
MEAF6,6,343,3,1.8,1.7
MECP2,6,343,15,5.2,1.7
MEPCE,6,343,3,1.5,1.7
MIB1,6,343,12,3.7,1.7
MOS,6,343,4,1.5,1.7
MRPL28,6,343,3,1.7,1.7
MRPL39,6,343,5,1.8,1.7
MRPS15,6,343,3,1.3,1.7
MRPS16,6,343,3,1.5,1.7
MRPS30,6,343,1,1.0,1.7
MT-ATP6,6,343,2,1.2,1.7
MT1E,6,343,31,10.5,1.7
MT1G,6,343,31,10.5,1.7
MT1M,6,343,29,9.8,1.7
MT1X,6,343,31,10.5,1.7
MT2A,6,343,35,11.7,1.7
MTPAP,6,343,1,1.0,1.7
MTX2,6,343,9,2.7,1.7
MYO1G,6,343,96,32.8,1.7
NDUFA13,6,343,5,2.0,1.7
NDUFS7,6,343,5,1.8,1.7
NEDD8-MDP1,6,343,3,1.3,1.7
NEMF,6,343,3,1.8,1.7
NF1,6,343,3,1.3,1.7
NF2,6,343,5,2.8,1.7
NFKB1,6,343,4,1.5,1.7
NFXL1,6,343,2,1.2,1.7
NSDHL,6,343,5,2.0,1.7
NSUN5,6,343,3,1.5,1.7
NUCB2,6,343,2,1.2,1.7
NUP35,6,343,6,2.7,1.7
NUP50,6,343,8,2.2,1.7
PAIP1,6,343,3,1.8,1.7
PALLD,6,343,12,4.2,1.7
PCID2,6,343,6,2.3,1.7
PDCD4,6,343,3,1.7,1.7
PDLIM1,6,343,9,3.0,1.7
PDLIM4,6,343,5,2.3,1.7
PDLIM7,6,343,10,4.8,1.7
PDXK,6,343,3,1.5,1.7
PEF1,6,343,2,1.2,1.7
PEPD,6,343,3,1.5,1.7
PGP,6,343,1,1.0,1.7
PHF14,6,343,12,5.3,1.7
PHF8,6,343,6,2.3,1.7
PIP4K2A,6,343,2,1.2,1.7
PM20D2,6,343,1,1.0,1.7
PNPLA6,6,343,1,1.0,1.7
PPP1R9A,6,343,32,6.8,1.7
PPP2R4,6,343,2,1.3,1.7
PPP3CA,6,343,2,1.2,1.7
PPP6R1,6,343,4,1.5,1.7
PRKACA,6,343,7,2.5,1.7
PROSER1,6,343,4,2.2,1.7
PRX,6,343,2,1.3,1.7
PYCR1,6,343,3,1.8,1.7
RAB18,6,343,4,2.2,1.7
RAB21,6,343,4,1.7,1.7
RAB2B,6,343,4,2.0,1.7
RAB3GAP2,6,343,6,2.0,1.7
RABEP1,6,343,1,1.0,1.7
RAD51AP2,6,343,1,1.0,1.7
RAP2A,6,343,2,1.5,1.7
RBBP5,6,343,4,1.7,1.7
RBFOX3,6,343,4,1.8,1.7
RBM33,6,343,2,1.3,1.7
RBM4B,6,343,6,3.0,1.7
RBMS2,6,343,7,3.0,1.7
RDH11,6,343,3,1.7,1.7
REST,6,343,17,6.3,1.7
RFTN1,6,343,5,2.7,1.7
RHOJ,6,343,1,1.0,1.7
RHOQ,6,343,1,1.0,1.7
RHOT2,6,343,2,1.3,1.7
RP2,6,343,6,2.5,1.7
RRAS,6,343,3,1.5,1.7
S100A16,6,343,22,7.0,1.7
SARS,6,343,3,1.5,1.7
SDC4,6,343,3,2.2,1.7
SDCBP,6,343,4,2.2,1.7
SDHB,6,343,4,2.7,1.7
SEC61A2,6,343,3,1.5,1.7
SERPINB6,6,343,4,2.0,1.7
SIPA1L1,6,343,18,9.0,1.7
SIPA1L3,6,343,6,2.7,1.7
SMPD4,6,343,2,1.2,1.7
SNX12,6,343,3,1.3,1.7
SORD,6,343,4,2.2,1.7
SPCS2,6,343,2,1.2,1.7
SPR,6,343,4,2.0,1.7
SPTLC1,6,343,3,1.7,1.7
STAG1,6,343,5,2.0,1.7
STK24,6,343,4,1.5,1.7
STK25,6,343,4,1.7,1.7
STT3B,6,343,3,1.8,1.7
SUCLG1,6,343,2,1.5,1.7
SUV39H1,6,343,6,2.7,1.7
TAF3,6,343,15,9.0,1.7
TARSL2,6,343,3,1.3,1.7
TBK1,6,343,2,1.5,1.7
TBX4,6,343,2,1.2,1.7
TFB1M,6,343,3,2.0,1.7
TFEC,6,343,1,1.0,1.7
TGM2,6,343,20,8.8,1.7
TLE1,6,343,2,1.2,1.7
TLE4,6,343,2,1.2,1.7
TLN2,6,343,5,2.5,1.7
TM9SF3,6,343,2,1.5,1.7
TOMM20,6,343,2,1.2,1.7
TOMM70A,6,343,1,1.0,1.7
TOX,6,343,8,2.5,1.7
TRAF3,6,343,31,9.3,1.7
TRIOBP,6,343,5,2.2,1.7
TRMT61A,6,343,8,4.5,1.7
UBE2I,6,343,4,2.0,1.7
UBR2,6,343,6,2.3,1.7
URB1,6,343,15,4.7,1.7
USP24,6,343,2,1.2,1.7
USP4,6,343,2,1.3,1.7
UTP15,6,343,11,4.0,1.7
UTP23,6,343,1,1.0,1.7
VAMP2,6,343,2,1.3,1.7
VASP,6,343,2,1.3,1.7
WDR24,6,343,7,2.8,1.7
WDR83,6,343,5,3.2,1.7
WNK1,6,343,3,1.5,1.7
XRCC1,6,343,9,2.7,1.7
YY1,6,343,2,1.2,1.7
ZBTB39,6,343,2,1.2,1.7
ZCCHC10,6,343,2,1.2,1.7
ZNF281,6,343,3,2.0,1.7
ZNF318,6,343,3,1.5,1.7
ZNF688,6,343,1,1.0,1.7
AASDHPPT,5,343,2,1.6,1.5
ABCF2,5,343,5,2.0,1.5
ABT1,5,343,3,1.6,1.5
ACADSB,5,343,3,2.2,1.5
ADK,5,343,3,1.6,1.5
AGRN,5,343,127,47.0,1.5
AHCYL1,5,343,3,1.8,1.5
AIF1L,5,343,4,1.8,1.5
AIM1,5,343,4,1.6,1.5
AK1,5,343,3,1.6,1.5
AKR1B15,5,343,1,1.0,1.5
AMPD2,5,343,4,2.2,1.5
ANKRD43,5,343,1,1.0,1.5
AP3B2,5,343,2,1.2,1.5
AP3M1,5,343,2,1.2,1.5
APOA1BP,5,343,5,2.0,1.5
ARAF,5,343,4,1.8,1.5
ARID1A,5,343,2,1.2,1.5
ARPC1B,5,343,5,3.0,1.5
ASH2L,5,343,5,2.0,1.5
ASPDH,5,343,4,1.8,1.5
ASPSCR1,5,343,1,1.0,1.5
ATP2B3,5,343,3,1.6,1.5
ATP6V0D1,5,343,9,3.4,1.5
ATP6V1H,5,343,2,1.2,1.5
ATRX,5,343,12,7.4,1.5
AURKC,5,343,10,4.6,1.5
B2M,5,343,2,1.2,1.5
BABAM1,5,343,1,1.0,1.5
BAZ1A,5,343,7,2.6,1.5
BCL2A1,5,343,1,1.0,1.5
BID,5,343,2,1.2,1.5
BLK,5,343,1,1.0,1.5
BLM,5,343,40,8.8,1.5
BPNT1,5,343,2,1.2,1.5
BRD1,5,343,3,1.8,1.5
BRD2,5,343,7,2.4,1.5
BRPF1,5,343,2,1.2,1.5
C14orf43,5,343,5,2.6,1.5
C17orf49,5,343,1,1.0,1.5
C1orf31,5,343,1,1.0,1.5
C2orf29,5,343,2,1.4,1.5
C7orf36,5,343,5,2.4,1.5
C8A,5,343,3,1.4,1.5
C9orf24,5,343,2,1.2,1.5
C9orf86,5,343,3,1.6,1.5
CAPG,5,343,12,4.2,1.5
CCNY,5,343,7,4.0,1.5
CDC23,5,343,1,1.0,1.5
CDC45,5,343,1,1.0,1.5
CDH23,5,343,1,1.0,1.5
CDIPT,5,343,3,1.4,1.5
CETN2,5,343,3,1.6,1.5
CHD6,5,343,1,1.0,1.5
CHD9,5,343,1,1.0,1.5
CLTB,5,343,4,1.6,1.5
CNPY2,5,343,5,3.2,1.5
COL22A1,5,343,1,1.0,1.5
COPS7B,5,343,2,1.4,1.5
CORO7,5,343,10,3.0,1.5
CP,5,343,1,1.0,1.5
CRYAB,5,343,5,2.8,1.5
CSNK1G3,5,343,2,1.2,1.5
CST6,5,343,3,1.4,1.5
CTBP1,5,343,2,1.2,1.5
CTSB,5,343,1,1.0,1.5
CWC27,5,343,3,1.8,1.5
CYP2R1,5,343,6,2.2,1.5
DARS2,5,343,3,2.0,1.5
DCAF13,5,343,8,3.0,1.5
DCAF8,5,343,1,1.0,1.5
DGCR8,5,343,4,2.0,1.5
DIS3,5,343,6,2.8,1.5
DMKN,5,343,1,1.0,1.5
DNAJC11,5,343,2,1.2,1.5
DNM3,5,343,2,1.2,1.5
DOCK6,5,343,2,1.4,1.5
DPYS,5,343,1,1.0,1.5
DUSP3,5,343,2,1.4,1.5
ECI2,5,343,2,1.2,1.5
EDC3,5,343,2,1.4,1.5
EIF2B1,5,343,1,1.0,1.5
EIF2B3,5,343,3,1.6,1.5
EIF3J,5,343,3,1.4,1.5
ELAC2,5,343,11,3.6,1.5
ELMO1,5,343,3,1.6,1.5
ELOF1,5,343,1,1.0,1.5
EN1,5,343,1,1.0,1.5
EPHX1,5,343,2,1.4,1.5
ERBB2IP,5,343,6,2.8,1.5
ESX1,5,343,1,1.0,1.5
FAM3C,5,343,1,1.0,1.5
FBXO25,5,343,1,1.0,1.5
FDFT1,5,343,1,1.0,1.5
FDXR,5,343,2,1.2,1.5
FERMT2,5,343,5,2.0,1.5
FGF2,5,343,2,1.2,1.5
FGFR3,5,343,2,1.4,1.5
FKBP1A,5,343,1,1.0,1.5
FMNL2,5,343,6,3.4,1.5
GAS2,5,343,2,1.2,1.5
GEMIN2,5,343,1,1.0,1.5
GFPT2,5,343,4,1.8,1.5
GGH,5,343,2,1.6,1.5
GJA1,5,343,6,2.8,1.5
GLG1,5,343,1,1.0,1.5
GLIPR2,5,343,3,1.4,1.5
GNA12,5,343,1,1.0,1.5
GNAZ,5,343,6,2.0,1.5
GOLGA3,5,343,32,11.8,1.5
GPRIN1,5,343,1,1.0,1.5
GRB2,5,343,3,1.6,1.5
GRHPR,5,343,2,1.4,1.5
GTF2E1,5,343,2,1.2,1.5
GTF3C2,5,343,4,2.4,1.5
GTPBP1,5,343,5,2.0,1.5
HGS,5,343,1,1.0,1.5
HK2,5,343,8,2.8,1.5
HKDC1,5,343,1,1.0,1.5
HMGXB4,5,343,2,1.4,1.5
HSBP1,5,343,2,1.4,1.5
IFRD1,5,343,1,1.0,1.5
IKBIP,5,343,4,2.0,1.5
IL16,5,343,4,2.2,1.5
IMP4,5,343,5,2.6,1.5
INTS3,5,343,3,1.4,1.5
ISG15,5,343,4,1.8,1.5
ITPR2,5,343,10,4.4,1.5
KCTD10,5,343,9,5.2,1.5
KCTD17,5,343,38,17.6,1.5
KIDINS220,5,343,3,2.2,1.5
KIF15,5,343,3,1.4,1.5
KIF18A,5,343,3,1.6,1.5
KIF20A,5,343,14,6.0,1.5
KRTAP2-1,5,343,2,1.6,1.5
KRTAP2-2,5,343,2,1.6,1.5
KRTAP2-3,5,343,2,1.6,1.5
KRTAP2-4,5,343,2,1.6,1.5
KRTAP5-5,5,343,2,1.2,1.5
LAMB3,5,343,47,17.0,1.5
LARP4B,5,343,3,1.6,1.5
LEMD2,5,343,7,2.4,1.5
LGI2,5,343,4,1.8,1.5
LLGL1,5,343,2,1.6,1.5
LOR,5,343,3,1.4,1.5
LRCH2,5,343,6,2.0,1.5
LRPAP1,5,343,3,1.4,1.5
MAGEC3,5,343,2,1.2,1.5
MAGT1,5,343,2,1.2,1.5
MAP1S,5,343,4,1.8,1.5
MAP2K2,5,343,3,1.6,1.5
MAP4K4,5,343,4,1.8,1.5
MAP7D3,5,343,1,1.0,1.5
MAT2B,5,343,3,1.8,1.5
MBD3,5,343,3,1.6,1.5
MCTS1,5,343,2,1.6,1.5
MPG,5,343,1,1.0,1.5
MPP5,5,343,10,3.6,1.5
MRPL1,5,343,4,2.0,1.5
MRPL11,5,343,4,1.8,1.5
MRPL13,5,343,10,3.4,1.5
MRPL14,5,343,3,1.4,1.5
MRPL18,5,343,3,1.4,1.5
MRPL2,5,343,2,1.2,1.5
MRPL21,5,343,2,1.4,1.5
MRPL3,5,343,4,2.0,1.5
MRPL44,5,343,2,1.2,1.5
MRPL48,5,343,2,1.2,1.5
MRPS2,5,343,13,5.2,1.5
MSI2,5,343,3,1.6,1.5
MTERFD1,5,343,2,1.2,1.5
MUC16,5,343,1,1.0,1.5
MYADM,5,343,3,2.2,1.5
NAA25,5,343,2,1.6,1.5
NAE1,5,343,4,1.8,1.5
NDUFA10,5,343,2,1.2,1.5
NDUFA4,5,343,3,1.6,1.5
NES,5,343,86,26.4,1.5
NIPBL,5,343,6,3.0,1.5
NIT2,5,343,2,1.2,1.5
NME3,5,343,2,1.2,1.5
NMT2,5,343,2,1.4,1.5
NNT,5,343,18,6.2,1.5
NOL8,5,343,4,2.2,1.5
NOM1,5,343,4,1.6,1.5
NUCB1,5,343,1,1.0,1.5
NUP37,5,343,9,3.2,1.5
NXN,5,343,4,2.2,1.5
OAS3,5,343,3,1.4,1.5
OGFR,5,343,2,1.2,1.5
OSGEPL1,5,343,1,1.0,1.5
PACSIN2,5,343,3,1.6,1.5
PACSIN3,5,343,5,2.0,1.5
PAK2,5,343,4,2.0,1.5
PATZ1,5,343,2,1.2,1.5
PBX4,5,343,2,1.2,1.5
PHAX,5,343,2,1.4,1.5
PHF16,5,343,3,2.0,1.5
PHF2,5,343,1,1.0,1.5
PHLDB2,5,343,5,2.8,1.5
PIK3R1,5,343,9,3.2,1.5
PIK3R2,5,343,7,2.4,1.5
PLCG1,5,343,6,2.0,1.5
PLEKHA5,5,343,5,2.6,1.5
POLR2J,5,343,3,2.4,1.5
POLR2J2,5,343,2,1.6,1.5
POLR2J3,5,343,3,2.4,1.5
POLR2K,5,343,2,1.2,1.5
PPIL2,5,343,7,4.4,1.5
PPP6C,5,343,2,1.4,1.5
PRAF2,5,343,1,1.0,1.5
PRB4,5,343,2,1.2,1.5
PREP,5,343,9,2.8,1.5
PRKACB,5,343,6,2.2,1.5
PRKAG2,5,343,1,1.0,1.5
PROSC,5,343,1,1.0,1.5
PSME4,5,343,5,2.4,1.5
PTPMT1,5,343,2,1.4,1.5
PTPN13,5,343,7,2.8,1.5
PVRL2,5,343,1,1.0,1.5
RAB32,5,343,1,1.0,1.5
RAB39,5,343,2,1.2,1.5
RADIL,5,343,16,6.0,1.5
RAP2C,5,343,3,1.8,1.5
RBM12,5,343,3,1.8,1.5
RBM26,5,343,28,9.6,1.5
RCOR1,5,343,2,1.4,1.5
RNASEH2A,5,343,2,1.2,1.5
RQCD1,5,343,2,1.2,1.5
RSU1,5,343,4,2.8,1.5
RTF1,5,343,17,8.2,1.5
RUNX1T1,5,343,1,1.0,1.5
SAMD4A,5,343,2,1.4,1.5
SCFD1,5,343,4,2.0,1.5
SCO2,5,343,9,3.0,1.5
SCP2,5,343,2,1.2,1.5
SCRN1,5,343,2,1.4,1.5
SDC2,5,343,4,2.2,1.5
SEC11A,5,343,2,1.4,1.5
SEC63,5,343,11,3.2,1.5
SELENBP1,5,343,6,2.6,1.5
SENP2,5,343,1,1.0,1.5
SGPL1,5,343,2,1.2,1.5
SH3BGRL3,5,343,1,1.0,1.5
SKA1,5,343,1,1.0,1.5
SLC25A26,5,343,1,1.0,1.5
SLC35D3,5,343,3,1.4,1.5
SLC7A5,5,343,2,1.4,1.5
SMARCD1,5,343,1,1.0,1.5
SNX1,5,343,2,1.6,1.5
SNX6,5,343,2,1.2,1.5
SPAG5,5,343,43,12.4,1.5
STARD9,5,343,1,1.0,1.5
STK3,5,343,2,1.4,1.5
STOM,5,343,12,4.4,1.5
STRN3,5,343,3,1.6,1.5
SUV420H2,5,343,1,1.0,1.5
SYNE2,5,343,43,10.0,1.5
SYPL1,5,343,2,1.2,1.5
TAB3,5,343,2,1.4,1.5
TBCE,5,343,2,1.2,1.5
TCTN1,5,343,1,1.0,1.5
TIPRL,5,343,2,1.2,1.5
TLR9,5,343,3,1.8,1.5
TMEM232,5,343,1,1.0,1.5
TMOD1,5,343,5,2.4,1.5
TOMM7,5,343,2,1.4,1.5
TOP3B,5,343,11,7.6,1.5
TRAPPC3,5,343,2,1.2,1.5
TRIM10,5,343,4,2.0,1.5
TRIM65,5,343,2,1.2,1.5
TTF1,5,343,5,3.6,1.5
TXLNG,5,343,4,2.2,1.5
TXNDC17,5,343,2,1.2,1.5
TYMS,5,343,2,1.4,1.5
UACA,5,343,3,2.0,1.5
UGP2,5,343,7,2.2,1.5
UPP2,5,343,1,1.0,1.5
URB2,5,343,7,2.8,1.5
USF1,5,343,5,2.0,1.5
USP19,5,343,1,1.0,1.5
VPS26A,5,343,8,3.0,1.5
VPS4A,5,343,1,1.0,1.5
VPS4B,5,343,1,1.0,1.5
VRK1,5,343,4,2.0,1.5
WBP4,5,343,4,2.2,1.5
WDR46,5,343,7,3.8,1.5
WDR59,5,343,4,2.2,1.5
WDR67,5,343,1,1.0,1.5
WSCD1,5,343,2,1.2,1.5
XPNPEP1,5,343,8,2.6,1.5
XRN1,5,343,10,3.0,1.5
ZFP112,5,343,2,1.4,1.5
ZFP91,5,343,2,1.2,1.5
ZNF148,5,343,7,2.4,1.5
ZNF285,5,343,2,1.4,1.5
ZNF561,5,343,1,1.0,1.5
ZNF609,5,343,6,3.0,1.5
ZNF830,5,343,4,2.6,1.5
ABCB1,4,343,3,1.5,1.2
ABCB11,4,343,2,1.3,1.2
ABCB4,4,343,3,1.5,1.2
ACAA1,4,343,2,1.3,1.2
AEBP1,4,343,13,7.0,1.2
AHCYL2,4,343,3,1.8,1.2
AKAP9,4,343,5,3.5,1.2
AKR1C3,4,343,9,3.8,1.2
ALDOB,4,343,2,1.3,1.2
ALKBH5,4,343,2,1.3,1.2
ALOXE3,4,343,3,1.5,1.2
ANXA11,4,343,3,2.0,1.2
AP1G1,4,343,10,3.5,1.2
APPL1,4,343,13,5.8,1.2
ARF6,4,343,1,1.0,1.2
ARHGAP1,4,343,13,7.0,1.2
ARHGAP11A,4,343,3,1.5,1.2
ARHGDIB,4,343,3,1.8,1.2
ARHGEF17,4,343,4,1.8,1.2
ARID3B,4,343,2,1.3,1.2
ARID4B,4,343,2,1.3,1.2
ARMC8,4,343,6,3.3,1.2
ASAH1,4,343,1,1.0,1.2
ASS1,4,343,1,1.0,1.2
ATP5J,4,343,1,1.0,1.2
BAIAP2,4,343,2,1.3,1.2
BANK1,4,343,1,1.0,1.2
BCL7A,4,343,2,1.3,1.2
BCL7B,4,343,2,1.3,1.2
BEX4,4,343,1,1.0,1.2
BRAF,4,343,1,1.0,1.2
BRD8,4,343,1,1.0,1.2
BTF3L4,4,343,4,1.8,1.2
C12orf23,4,343,3,2.0,1.2
C12orf29,4,343,1,1.0,1.2
C15orf23,4,343,9,3.8,1.2
C18orf63,4,343,2,1.3,1.2
C19orf21,4,343,5,3.3,1.2
C19orf70,4,343,3,1.5,1.2
C1orf173,4,343,6,3.5,1.2
C1orf198,4,343,1,1.0,1.2
C1orf55,4,343,2,1.3,1.2
C1orf63,4,343,1,1.0,1.2
C2orf47,4,343,3,1.5,1.2
C3orf17,4,343,1,1.0,1.2
C3orf26,4,343,6,3.3,1.2
C5orf50,4,343,1,1.0,1.2
C8orf33,4,343,3,2.0,1.2
C8orf55,4,343,3,1.8,1.2
C8orf59,4,343,2,1.3,1.2
C9orf129,4,343,3,2.0,1.2
CAP2,4,343,3,1.8,1.2
CASC3,4,343,4,2.5,1.2
CBFB,4,343,1,1.0,1.2
CC2D1A,4,343,4,1.8,1.2
CCDC154,4,343,1,1.0,1.2
CCDC43,4,343,4,2.0,1.2
CCDC50,4,343,1,1.0,1.2
CDV3,4,343,2,1.3,1.2
CEP112,4,343,2,1.3,1.2
CEP135,4,343,6,3.8,1.2
CEP192,4,343,4,2.0,1.2
CEP290,4,343,6,2.3,1.2
CGGBP1,4,343,3,1.5,1.2
CHAF1A,4,343,6,2.5,1.2
CHID1,4,343,4,2.0,1.2
CIAO1,4,343,10,3.3,1.2
CIT,4,343,5,3.3,1.2
CLP1,4,343,5,2.8,1.2
CLPTM1L,4,343,1,1.0,1.2
CNOT2,4,343,2,1.5,1.2
COL18A1,4,343,4,2.0,1.2
COL23A1,4,343,1,1.0,1.2
COL6A3,4,343,71,18.8,1.2
CPN2,4,343,2,1.5,1.2
CST3,4,343,1,1.0,1.2
CTGF,4,343,48,26.8,1.2
CTSA,4,343,3,1.8,1.2
CUL7,4,343,3,1.8,1.2
CUTA,4,343,2,1.5,1.2
CXorf26,4,343,4,1.8,1.2
CXorf56,4,343,7,3.0,1.2
CXorf57,4,343,3,2.0,1.2
CYP51A1,4,343,2,1.3,1.2
DAB2IP,4,343,1,1.0,1.2
DCDC1,4,343,4,3.0,1.2
DDX49,4,343,2,1.3,1.2
DDX51,4,343,6,3.5,1.2
DHRS7B,4,343,2,1.3,1.2
DLG5,4,343,9,3.8,1.2
DNAJC13,4,343,6,3.0,1.2
DNAJC21,4,343,2,1.3,1.2
DNASE1L1,4,343,1,1.0,1.2
DOK4,4,343,2,1.3,1.2
DOT1L,4,343,1,1.0,1.2
DPP7,4,343,23,8.8,1.2
DPP9,4,343,3,1.5,1.2
DPY19L1,4,343,4,3.3,1.2
DUPD1,4,343,40,19.5,1.2
DUSP14,4,343,2,1.3,1.2
DYSF,4,343,2,1.3,1.2
ECT2,4,343,2,1.5,1.2
EEA1,4,343,3,2.0,1.2
EEFSEC,4,343,1,1.0,1.2
EFR3A,4,343,10,3.5,1.2
EIF2B5,4,343,1,1.0,1.2
EIF4E2,4,343,12,4.0,1.2
EPCAM,4,343,1,1.0,1.2
EPHA2,4,343,2,1.5,1.2
ESCO2,4,343,1,1.0,1.2
EXOC3,4,343,2,1.5,1.2
FAM129B,4,343,10,4.3,1.2
FAM169A,4,343,2,1.5,1.2
FAM179B,4,343,1,1.0,1.2
FAM49B,4,343,2,1.3,1.2
FBN2,4,343,36,17.0,1.2
FGFR4,4,343,1,1.0,1.2
FOXC1,4,343,4,2.3,1.2
FTSJD2,4,343,1,1.0,1.2
GEMIN6,4,343,2,1.3,1.2
GEMIN8,4,343,2,1.3,1.2
GFM1,4,343,3,2.0,1.2
GIGYF1,4,343,4,1.8,1.2
GJA4,4,343,1,1.0,1.2
GLA,4,343,2,1.3,1.2
GLUL,4,343,2,1.3,1.2
GNG5,4,343,5,3.0,1.2
GNPDA1,4,343,2,1.3,1.2
GNS,4,343,2,1.3,1.2
GOLGA2,4,343,4,1.8,1.2
GPN1,4,343,1,1.0,1.2
GPRC5A,4,343,2,1.3,1.2
GRSF1,4,343,1,1.0,1.2
GSK3A,4,343,1,1.0,1.2
GTF2E2,4,343,3,1.8,1.2
GTF2F2,4,343,1,1.0,1.2
HDAC10,4,343,1,1.0,1.2
HDX,4,343,13,6.3,1.2
HEATR2,4,343,2,1.3,1.2
HEBP2,4,343,1,1.0,1.2
HECTD1,4,343,7,2.8,1.2
HECTD3,4,343,1,1.0,1.2
HERC2,4,343,1,1.0,1.2
HIRA,4,343,11,3.8,1.2
HIST1H4G,4,343,4,2.8,1.2
HLTF,4,343,7,3.3,1.2
HMGN5,4,343,1,1.0,1.2
HMMR,4,343,2,1.5,1.2
HUS1B,4,343,3,1.5,1.2
IDI1,4,343,2,1.5,1.2
IGDCC4,4,343,2,1.5,1.2
IMPDH1,4,343,1,1.0,1.2
ITGAX,4,343,1,1.0,1.2
KIAA0101,4,343,1,1.0,1.2
KIAA0776,4,343,1,1.0,1.2
KIAA0947,4,343,1,1.0,1.2
KIAA1211,4,343,2,1.3,1.2
KIAA1217,4,343,14,4.5,1.2
KIAA1598,4,343,5,2.5,1.2
KIAA1671,4,343,4,2.8,1.2
KIAA1797,4,343,1,1.0,1.2
KIF4B,4,343,5,3.0,1.2
KIN,4,343,3,2.3,1.2
KLB,4,343,1,1.0,1.2
KLHL15,4,343,4,2.3,1.2
KLHL20,4,343,11,4.0,1.2
KRTAP3-3,4,343,1,1.0,1.2
LAMC2,4,343,77,36.3,1.2
LAMP2,4,343,1,1.0,1.2
LAMTOR1,4,343,8,3.0,1.2
LCOR,4,343,7,2.8,1.2
LDLR,4,343,57,28.5,1.2
LETM1,4,343,2,1.3,1.2
LRP1B,4,343,3,1.8,1.2
LRRC15,4,343,3,1.5,1.2
LSG1,4,343,2,1.5,1.2
LSM5,4,343,4,2.3,1.2
LTBP4,4,343,6,3.8,1.2
MAEA,4,343,1,1.0,1.2
MAGEA10,4,343,2,1.3,1.2
MAGEB10,4,343,1,1.0,1.2
MAGEB16,4,343,2,1.3,1.2
MAGEB17,4,343,2,1.3,1.2
MAGEB18,4,343,2,1.3,1.2
MAGEB3,4,343,2,1.3,1.2
MAGEB4,4,343,1,1.0,1.2
MAGEC2,4,343,1,1.0,1.2
MAN2C1,4,343,2,1.3,1.2
MAP2K1,4,343,6,2.5,1.2
MAX,4,343,1,1.0,1.2
MED13,4,343,1,1.0,1.2
MED23,4,343,6,2.3,1.2
MEF2C,4,343,2,1.3,1.2
METAP2,4,343,2,1.3,1.2
MINK1,4,343,4,2.0,1.2
MKL1,4,343,11,4.3,1.2
MLEC,4,343,4,2.3,1.2
MLLT11,4,343,3,1.5,1.2
MPHOSPH6,4,343,2,1.3,1.2
MPP7,4,343,4,1.8,1.2
MRI1,4,343,2,1.3,1.2
MRPL17,4,343,5,2.0,1.2
MRPL45,4,343,4,2.3,1.2
MRPL49,4,343,1,1.0,1.2
MRPL9,4,343,2,1.8,1.2
MRPS25,4,343,1,1.0,1.2
MYCBP2,4,343,14,4.3,1.2
MYNN,4,343,1,1.0,1.2
MYO9A,4,343,2,1.3,1.2
NAA50,4,343,2,1.3,1.2
NANS,4,343,2,1.5,1.2
NCOR1,4,343,2,1.3,1.2
NDRG1,4,343,5,2.0,1.2
NDUFB4,4,343,3,1.8,1.2
NEB,4,343,1,1.0,1.2
NEK9,4,343,4,2.0,1.2
NFATC2,4,343,9,4.0,1.2
NFATC2IP,4,343,2,1.5,1.2
NFIC,4,343,3,1.5,1.2
NLGN3,4,343,1,1.0,1.2
NOTCH2,4,343,54,27.5,1.2
NPHP3,4,343,1,1.0,1.2
NQO2,4,343,21,9.5,1.2
NTHL1,4,343,3,1.8,1.2
NUDCD1,4,343,2,1.3,1.2
NUTF2,4,343,2,1.3,1.2
OLFM3,4,343,4,1.8,1.2
ORC1,4,343,3,1.8,1.2
ORC3,4,343,2,1.5,1.2
OSGEP,4,343,1,1.0,1.2
OSTC,4,343,1,1.0,1.2
PAG1,4,343,7,4.0,1.2
PAH,4,343,1,1.0,1.2
PAK1,4,343,2,1.5,1.2
PALB2,4,343,2,1.3,1.2
PALM,4,343,4,2.3,1.2
PAPD5,4,343,3,1.8,1.2
PAPOLG,4,343,1,1.0,1.2
PCK2,4,343,3,1.5,1.2
PCLO,4,343,1,1.0,1.2
PDHA2,4,343,2,1.8,1.2
PDIA5,4,343,1,1.0,1.2
PDS5B,4,343,9,3.5,1.2
PDXP,4,343,1,1.0,1.2
PDZD11,4,343,2,1.5,1.2
PEX12,4,343,1,1.0,1.2
PGLYRP2,4,343,1,1.0,1.2
PIGK,4,343,1,1.0,1.2
PIGS,4,343,3,1.8,1.2
PIK3R3,4,343,2,1.3,1.2
PIP4K2B,4,343,1,1.0,1.2
PIP5K1A,4,343,2,1.5,1.2
PKN2,4,343,3,1.8,1.2
PKP3,4,343,6,2.3,1.2
PML,4,343,2,1.5,1.2
PMM2,4,343,1,1.0,1.2
POLA1,4,343,13,4.0,1.2
POLD2,4,343,5,2.0,1.2
POLR1D,4,343,2,1.3,1.2
POLR3A,4,343,9,3.0,1.2
POLR3C,4,343,2,1.3,1.2
PPP3CB,4,343,1,1.0,1.2
PPP4R2,4,343,2,1.3,1.2
PREB,4,343,3,1.8,1.2
PRKAR2B,4,343,1,1.0,1.2
PRKRIR,4,343,10,7.5,1.2
PRSS23,4,343,2,1.3,1.2
PSAP,4,343,2,1.5,1.2
